model,pair_id,cell_id,state_role,decl_order,body_order,reactive_var,stable_var,reactive_body_pos,prefix,n_tokens,reactive_id,stable_id,close_id,logit_reactive,logit_stable,logit_close,LD_reactive,LD_reactive_vs_close,LD_stable_vs_close,close_error
llama3.2-1b,pair_02,pair_02_c3,dep_reactive,stable_first,dep_first,status,cap,first,"function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",43,2899,11600,60,26.50616455078125,23.591060638427734,12.330255508422852,2.9151039123535156,14.175909042358398,11.260805130004883,
llama3.2-1b,pair_02,pair_02_c4,dep_reactive,stable_first,alt_first,status,cap,second,"function Component() {
  const cap = false;
  const [status, setStatus] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",43,2899,11600,60,25.11064338684082,25.366552352905273,12.581276893615723,-0.2559089660644531,12.529366493225098,12.78527545928955,
llama3.2-1b,pair_02,pair_02_c5,alt_reactive,reactive_first,dep_first,cap,status,second,"function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  useEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",44,11600,2899,60,25.69228172302246,26.5248966217041,12.474778175354004,-0.8326148986816406,13.217503547668457,14.050118446350098,
llama3.2-1b,pair_02,pair_02_c6,alt_reactive,reactive_first,alt_first,cap,status,first,"function Component() {
  const [cap, setCap] = useState(false);
  const status = false;

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",44,11600,2899,60,26.767154693603516,24.755277633666992,12.398598670959473,2.0118770599365234,14.368556022644043,12.35667896270752,
llama3.2-1b,pair_02,pair_02_c7,alt_reactive,stable_first,dep_first,cap,status,second,"function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${status}&y=${cap}`);
  }, [",44,11600,2899,60,24.511619567871094,27.175012588500977,12.461660385131836,-2.663393020629883,12.049959182739258,14.71335220336914,
llama3.2-1b,pair_02,pair_02_c8,alt_reactive,stable_first,alt_first,cap,status,first,"function Component() {
  const status = false;
  const [cap, setCap] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${cap}&y=${status}`);
  }, [",44,11600,2899,60,26.732624053955078,25.73516845703125,12.564363479614258,0.9974555969238281,14.16826057434082,13.170804977416992,
llama3.2-1b,pair_03,pair_03_c1,dep_reactive,reactive_first,dep_first,mode,max,first,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,8684,2880,60,27.04961395263672,23.469507217407227,13.50102710723877,3.580106735229492,13.54858684539795,9.968480110168457,
llama3.2-1b,pair_03,pair_03_c2,dep_reactive,reactive_first,alt_first,mode,max,second,"function Component() {
  const [mode, setMode] = useState(0);
  const max = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,8684,2880,60,26.821361541748047,24.80847930908203,13.670907974243164,2.0128822326660156,13.150453567504883,11.137571334838867,
llama3.2-1b,pair_03,pair_03_c3,dep_reactive,stable_first,dep_first,mode,max,first,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,8684,2880,60,27.093229293823242,24.070653915405273,13.621479034423828,3.0225753784179688,13.471750259399414,10.449174880981445,
llama3.2-1b,pair_03,pair_03_c4,dep_reactive,stable_first,alt_first,mode,max,second,"function Component() {
  const max = 0;
  const [mode, setMode] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,8684,2880,60,26.52592658996582,25.253582000732422,13.739336013793945,1.2723445892333984,12.786590576171875,11.514245986938477,
llama3.2-1b,pair_03,pair_03_c5,alt_reactive,reactive_first,dep_first,max,mode,second,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,2880,8684,60,25.359987258911133,26.232177734375,13.477019309997559,-0.8721904754638672,11.882967948913574,12.755158424377441,
llama3.2-1b,pair_03,pair_03_c6,alt_reactive,reactive_first,alt_first,max,mode,first,"function Component() {
  const [max, setMax] = useState(0);
  const mode = 0;

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,2880,8684,60,26.161821365356445,24.76598358154297,13.551777839660645,1.3958377838134766,12.6100435256958,11.214205741882324,
llama3.2-1b,pair_03,pair_03_c7,alt_reactive,stable_first,dep_first,max,mode,second,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${mode}&y=${max}`);
  }, [",46,2880,8684,60,25.056163787841797,26.36955451965332,13.458718299865723,-1.3133907318115234,11.597445487976074,12.910836219787598,
llama3.2-1b,pair_03,pair_03_c8,alt_reactive,stable_first,alt_first,max,mode,first,"function Component() {
  const mode = 0;
  const [max, setMax] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${max}&y=${mode}`);
  }, [",46,2880,8684,60,25.94424057006836,25.77310562133789,13.520414352416992,0.17113494873046875,12.423826217651367,12.252691268920898,
llama3.2-1b,pair_04,pair_04_c1,dep_reactive,reactive_first,dep_first,index,len,first,"function Component() {
  const [index, setIndex] = useState(0);
  const len = 0;

  useEffect(() => {
    fetch(`/api?x=${index}&y=${len}`);
  }, [",46,1275,2963,60,27.127763748168945,24.294185638427734,12.383389472961426,2.833578109741211,14.74437427520752,11.910796165466309,
llama3.2-1b,pair_04,pair_04_c2,dep_reactive,reactive_first,alt_first,index,len,second,"function Component() {
  const [index, setIndex] = useState(0);
  const len = 0;

  useEffect(() => {
    fetch(`/api?x=${len}&y=${index}`);
  }, [",46,1275,2963,60,26.468931198120117,25.719898223876953,12.527512550354004,0.7490329742431641,13.941418647766113,13.19238567352295,
llama3.2-1b,pair_04,pair_04_c3,dep_reactive,stable_first,dep_first,index,len,first,"function Component() {
  const len = 0;
  const [index, setIndex] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${index}&y=${len}`);
  }, [",46,1275,2963,60,27.02566909790039,24.921993255615234,12.679152488708496,2.1036758422851562,14.346516609191895,12.242840766906738,
llama3.2-1b,pair_04,pair_04_c4,dep_reactive,stable_first,alt_first,index,len,second,"function Component() {
  const len = 0;
  const [index, setIndex] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${len}&y=${index}`);
  }, [",46,1275,2963,60,26.098318099975586,25.90644073486328,12.804454803466797,0.1918773651123047,13.293863296508789,13.101985931396484,
llama3.2-1b,pair_04,pair_04_c5,alt_reactive,reactive_first,dep_first,len,index,second,"function Component() {
  const [len, setLen] = useState(0);
  const index = 0;

  useEffect(() => {
    fetch(`/api?x=${index}&y=${len}`);
  }, [",46,2963,1275,60,25.92292594909668,25.815723419189453,12.377705574035645,0.10720252990722656,13.545220375061035,13.438017845153809,
llama3.2-1b,pair_04,pair_04_c6,alt_reactive,reactive_first,alt_first,len,index,first,"function Component() {
  const [len, setLen] = useState(0);
  const index = 0;

  useEffect(() => {
    fetch(`/api?x=${len}&y=${index}`);
  }, [",46,2963,1275,60,26.50829315185547,23.3485164642334,12.645814895629883,3.1597766876220703,13.862478256225586,10.702701568603516,
llama3.2-1b,pair_04,pair_04_c7,alt_reactive,stable_first,dep_first,len,index,second,"function Component() {
  const index = 0;
  const [len, setLen] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${index}&y=${len}`);
  }, [",46,2963,1275,60,25.290996551513672,26.36391258239746,12.260350227355957,-1.072916030883789,13.030646324157715,14.103562355041504,
llama3.2-1b,pair_04,pair_04_c8,alt_reactive,stable_first,alt_first,len,index,first,"function Component() {
  const index = 0;
  const [len, setLen] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${len}&y=${index}`);
  }, [",46,2963,1275,60,26.2459659576416,24.876813888549805,12.584707260131836,1.3691520690917969,13.661258697509766,12.292106628417969,
llama3.2-1b,pair_05,pair_05_c1,dep_reactive,reactive_first,dep_first,flag,min,first,"function Component() {
  const [flag, setFlag] = useState(true);
  const min = true;

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${min}`);
  }, [",44,10104,1083,60,26.908594131469727,24.058565139770508,12.765705108642578,2.8500289916992188,14.142889022827148,11.29286003112793,
llama3.2-1b,pair_05,pair_05_c2,dep_reactive,reactive_first,alt_first,flag,min,second,"function Component() {
  const [flag, setFlag] = useState(true);
  const min = true;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${flag}`);
  }, [",44,10104,1083,60,26.19002342224121,25.584716796875,12.962095260620117,0.6053066253662109,13.227928161621094,12.622621536254883,
llama3.2-1b,pair_05,pair_05_c3,dep_reactive,stable_first,dep_first,flag,min,first,"function Component() {
  const min = true;
  const [flag, setFlag] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${min}`);
  }, [",44,10104,1083,60,26.774168014526367,24.736230850219727,12.942512512207031,2.0379371643066406,13.831655502319336,11.793718338012695,
llama3.2-1b,pair_05,pair_05_c4,dep_reactive,stable_first,alt_first,flag,min,second,"function Component() {
  const min = true;
  const [flag, setFlag] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${flag}`);
  }, [",44,10104,1083,60,25.91864776611328,25.8716983795166,13.030977249145508,0.04694938659667969,12.887670516967773,12.840721130371094,
llama3.2-1b,pair_05,pair_05_c5,alt_reactive,reactive_first,dep_first,min,flag,second,"function Component() {
  const [min, setMin] = useState(true);
  const flag = true;

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${min}`);
  }, [",44,1083,10104,60,25.99730110168457,26.065168380737305,13.46572208404541,-0.06786727905273438,12.53157901763916,12.599446296691895,
llama3.2-1b,pair_05,pair_05_c6,alt_reactive,reactive_first,alt_first,min,flag,first,"function Component() {
  const [min, setMin] = useState(true);
  const flag = true;

  useEffect(() => {
    fetch(`/api?x=${min}&y=${flag}`);
  }, [",44,1083,10104,60,26.64031219482422,24.934139251708984,13.575721740722656,1.7061729431152344,13.064590454101562,11.358417510986328,
llama3.2-1b,pair_05,pair_05_c7,alt_reactive,stable_first,dep_first,min,flag,second,"function Component() {
  const flag = true;
  const [min, setMin] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${flag}&y=${min}`);
  }, [",44,1083,10104,60,25.61450958251953,26.535964965820312,13.533708572387695,-0.9214553833007812,12.080801010131836,13.002256393432617,
llama3.2-1b,pair_05,pair_05_c8,alt_reactive,stable_first,alt_first,min,flag,first,"function Component() {
  const flag = true;
  const [min, setMin] = useState(true);

  useEffect(() => {
    fetch(`/api?x=${min}&y=${flag}`);
  }, [",44,1083,10104,60,26.57610321044922,25.509851455688477,13.686408042907715,1.0662517547607422,12.889695167541504,11.823443412780762,
llama3.2-1b,pair_06,pair_06_c1,dep_reactive,reactive_first,dep_first,tag,num,first,"function Component() {
  const [tag, setTag] = useState(0);
  const num = 0;

  useEffect(() => {
    fetch(`/api?x=${tag}&y=${num}`);
  }, [",46,4681,2470,60,26.51340675354004,22.774747848510742,12.645219802856445,3.738658905029297,13.868186950683594,10.129528045654297,
llama3.2-1b,pair_06,pair_06_c2,dep_reactive,reactive_first,alt_first,tag,num,second,"function Component() {
  const [tag, setTag] = useState(0);
  const num = 0;

  useEffect(() => {
    fetch(`/api?x=${num}&y=${tag}`);
  }, [",46,4681,2470,60,25.705472946166992,25.16173553466797,12.843255996704102,0.5437374114990234,12.86221694946289,12.318479537963867,
llama3.2-1b,pair_06,pair_06_c3,dep_reactive,stable_first,dep_first,tag,num,first,"function Component() {
  const num = 0;
  const [tag, setTag] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${tag}&y=${num}`);
  }, [",46,4681,2470,60,26.552127838134766,23.818077087402344,12.846244812011719,2.734050750732422,13.705883026123047,10.971832275390625,
llama3.2-1b,pair_06,pair_06_c4,dep_reactive,stable_first,alt_first,tag,num,second,"function Component() {
  const num = 0;
  const [tag, setTag] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${num}&y=${tag}`);
  }, [",46,4681,2470,60,25.180843353271484,25.739776611328125,12.910252571105957,-0.5589332580566406,12.270590782165527,12.829524040222168,
llama3.2-1b,pair_06,pair_06_c5,alt_reactive,reactive_first,dep_first,num,tag,second,"function Component() {
  const [num, setNum] = useState(0);
  const tag = 0;

  useEffect(() => {
    fetch(`/api?x=${tag}&y=${num}`);
  }, [",46,2470,4681,60,25.821706771850586,25.452659606933594,13.076004028320312,0.3690471649169922,12.745702743530273,12.376655578613281,
llama3.2-1b,pair_06,pair_06_c6,alt_reactive,reactive_first,alt_first,num,tag,first,"function Component() {
  const [num, setNum] = useState(0);
  const tag = 0;

  useEffect(() => {
    fetch(`/api?x=${num}&y=${tag}`);
  }, [",46,2470,4681,60,26.584835052490234,23.589080810546875,13.158130645751953,2.9957542419433594,13.426704406738281,10.430950164794922,
llama3.2-1b,pair_06,pair_06_c7,alt_reactive,stable_first,dep_first,num,tag,second,"function Component() {
  const tag = 0;
  const [num, setNum] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${tag}&y=${num}`);
  }, [",46,2470,4681,60,25.160396575927734,25.614154815673828,13.132133483886719,-0.45375823974609375,12.028263092041016,12.48202133178711,
llama3.2-1b,pair_06,pair_06_c8,alt_reactive,stable_first,alt_first,num,tag,first,"function Component() {
  const tag = 0;
  const [num, setNum] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${num}&y=${tag}`);
  }, [",46,2470,4681,60,26.33935546875,24.522445678710938,13.264460563659668,1.8169097900390625,13.074894905090332,11.25798511505127,
llama3.2-1b,pair_07,pair_07_c1,dep_reactive,reactive_first,dep_first,title,ref,first,"function Component() {
  const [title, setTitle] = useState(1);
  const ref = 1;

  useEffect(() => {
    fetch(`/api?x=${title}&y=${ref}`);
  }, [",45,2150,1116,60,25.97588348388672,23.328556060791016,12.579072952270508,2.647327423095703,13.396810531616211,10.749483108520508,
llama3.2-1b,pair_07,pair_07_c2,dep_reactive,reactive_first,alt_first,title,ref,second,"function Component() {
  const [title, setTitle] = useState(1);
  const ref = 1;

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${title}`);
  }, [",45,2150,1116,60,25.398452758789062,25.912857055664062,12.491019248962402,-0.514404296875,12.90743350982666,13.42183780670166,
llama3.2-1b,pair_07,pair_07_c3,dep_reactive,stable_first,dep_first,title,ref,first,"function Component() {
  const ref = 1;
  const [title, setTitle] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${title}&y=${ref}`);
  }, [",45,2150,1116,60,26.143312454223633,24.478439331054688,12.504195213317871,1.6648731231689453,13.639117240905762,11.974244117736816,
llama3.2-1b,pair_07,pair_07_c4,dep_reactive,stable_first,alt_first,title,ref,second,"function Component() {
  const ref = 1;
  const [title, setTitle] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${title}`);
  }, [",45,2150,1116,60,25.230810165405273,26.201589584350586,12.469396591186523,-0.9707794189453125,12.76141357421875,13.732192993164062,
llama3.2-1b,pair_07,pair_07_c5,alt_reactive,reactive_first,dep_first,ref,title,second,"function Component() {
  const [ref, setRef] = useState(1);
  const title = 1;

  useEffect(() => {
    fetch(`/api?x=${title}&y=${ref}`);
  }, [",46,1116,2150,60,25.722089767456055,25.890628814697266,13.256020545959473,-0.16853904724121094,12.466069221496582,12.634608268737793,
llama3.2-1b,pair_07,pair_07_c6,alt_reactive,reactive_first,alt_first,ref,title,first,"function Component() {
  const [ref, setRef] = useState(1);
  const title = 1;

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${title}`);
  }, [",46,1116,2150,60,27.10614776611328,23.89503288269043,13.222187995910645,3.2111148834228516,13.883959770202637,10.672844886779785,
llama3.2-1b,pair_07,pair_07_c7,alt_reactive,stable_first,dep_first,ref,title,second,"function Component() {
  const title = 1;
  const [ref, setRef] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${title}&y=${ref}`);
  }, [",46,1116,2150,60,25.404399871826172,26.063344955444336,13.23542308807373,-0.6589450836181641,12.168976783752441,12.827921867370605,
llama3.2-1b,pair_07,pair_07_c8,alt_reactive,stable_first,alt_first,ref,title,first,"function Component() {
  const title = 1;
  const [ref, setRef] = useState(1);

  useEffect(() => {
    fetch(`/api?x=${ref}&y=${title}`);
  }, [",46,1116,2150,60,27.13262939453125,25.055286407470703,13.3106689453125,2.077342987060547,13.82196044921875,11.744617462158203,
llama3.2-1b,pair_08,pair_08_c1,dep_reactive,reactive_first,dep_first,color,val,first,"function Component() {
  const [color, setColor] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${color}&y=${val}`);
  }, [",45,3506,838,60,25.836702346801758,23.282068252563477,11.72776985168457,2.5546340942382812,14.108932495117188,11.554298400878906,
llama3.2-1b,pair_08,pair_08_c2,dep_reactive,reactive_first,alt_first,color,val,second,"function Component() {
  const [color, setColor] = useState(0);
  const val = 0;

  useEffect(() => {
    fetch(`/api?x=${val}&y=${color}`);
  }, [",45,3506,838,60,25.028779983520508,25.314533233642578,12.24251937866211,-0.2857532501220703,12.786260604858398,13.072013854980469,
llama3.2-1b,pair_08,pair_08_c3,dep_reactive,stable_first,dep_first,color,val,first,"function Component() {
  const val = 0;
  const [color, setColor] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${color}&y=${val}`);
  }, [",45,3506,838,60,25.642560958862305,24.500137329101562,12.057186126708984,1.1424236297607422,13.58537483215332,12.442951202392578,
llama3.2-1b,pair_08,pair_08_c4,dep_reactive,stable_first,alt_first,color,val,second,"function Component() {
  const val = 0;
  const [color, setColor] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${val}&y=${color}`);
  }, [",45,3506,838,60,24.160675048828125,25.90087127685547,12.712733268737793,-1.7401962280273438,11.447941780090332,13.188138008117676,
llama3.2-1b,pair_08,pair_08_c5,alt_reactive,reactive_first,dep_first,val,color,second,"function Component() {
  const [val, setVal] = useState(0);
  const color = 0;

  useEffect(() => {
    fetch(`/api?x=${color}&y=${val}`);
  }, [",46,838,3506,60,25.89405632019043,25.502887725830078,13.306268692016602,0.39116859436035156,12.587787628173828,12.196619033813477,
llama3.2-1b,pair_08,pair_08_c6,alt_reactive,reactive_first,alt_first,val,color,first,"function Component() {
  const [val, setVal] = useState(0);
  const color = 0;

  useEffect(() => {
    fetch(`/api?x=${val}&y=${color}`);
  }, [",46,838,3506,60,26.9088191986084,23.03925132751465,13.720423698425293,3.86956787109375,13.188395500183105,9.318827629089355,
llama3.2-1b,pair_08,pair_08_c7,alt_reactive,stable_first,dep_first,val,color,second,"function Component() {
  const color = 0;
  const [val, setVal] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${color}&y=${val}`);
  }, [",46,838,3506,60,25.637544631958008,25.914661407470703,13.147455215454102,-0.2771167755126953,12.490089416503906,12.767206192016602,
llama3.2-1b,pair_08,pair_08_c8,alt_reactive,stable_first,alt_first,val,color,first,"function Component() {
  const color = 0;
  const [val, setVal] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${val}&y=${color}`);
  }, [",46,838,3506,60,26.88745880126953,24.177335739135742,13.66146469116211,2.710123062133789,13.225994110107422,10.515871047973633,
llama3.2-1b,pair_09,pair_09_c1,dep_reactive,reactive_first,dep_first,text,base,first,"function Component() {
  const [text, setText] = useState(false);
  const base = false;

  useEffect(() => {
    fetch(`/api?x=${text}&y=${base}`);
  }, [",43,1342,3231,60,26.35394287109375,23.527353286743164,11.437525749206543,2.826589584350586,14.916417121887207,12.089827537536621,
llama3.2-1b,pair_09,pair_09_c2,dep_reactive,reactive_first,alt_first,text,base,second,"function Component() {
  const [text, setText] = useState(false);
  const base = false;

  useEffect(() => {
    fetch(`/api?x=${base}&y=${text}`);
  }, [",43,1342,3231,60,25.74839210510254,25.536226272583008,11.618021965026855,0.21216583251953125,14.130370140075684,13.918204307556152,
llama3.2-1b,pair_09,pair_09_c3,dep_reactive,stable_first,dep_first,text,base,first,"function Component() {
  const base = false;
  const [text, setText] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${text}&y=${base}`);
  }, [",43,1342,3231,60,26.18021011352539,24.31932830810547,11.689151763916016,1.8608818054199219,14.491058349609375,12.630176544189453,
llama3.2-1b,pair_09,pair_09_c4,dep_reactive,stable_first,alt_first,text,base,second,"function Component() {
  const base = false;
  const [text, setText] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${base}&y=${text}`);
  }, [",43,1342,3231,60,24.999195098876953,25.685277938842773,11.946187973022461,-0.6860828399658203,13.053007125854492,13.739089965820312,
llama3.2-1b,pair_09,pair_09_c5,alt_reactive,reactive_first,dep_first,base,text,second,"function Component() {
  const [base, setBase] = useState(false);
  const text = false;

  useEffect(() => {
    fetch(`/api?x=${text}&y=${base}`);
  }, [",44,3231,1342,60,25.940040588378906,26.344566345214844,12.106302261352539,-0.4045257568359375,13.833738327026367,14.238264083862305,
llama3.2-1b,pair_09,pair_09_c6,alt_reactive,reactive_first,alt_first,base,text,first,"function Component() {
  const [base, setBase] = useState(false);
  const text = false;

  useEffect(() => {
    fetch(`/api?x=${base}&y=${text}`);
  }, [",44,3231,1342,60,27.37630844116211,23.651247024536133,12.254804611206055,3.7250614166259766,15.121503829956055,11.396442413330078,
llama3.2-1b,pair_09,pair_09_c7,alt_reactive,stable_first,dep_first,base,text,second,"function Component() {
  const text = false;
  const [base, setBase] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${text}&y=${base}`);
  }, [",44,3231,1342,60,24.820058822631836,26.49627113342285,11.985895156860352,-1.6762123107910156,12.834163665771484,14.5103759765625,
llama3.2-1b,pair_09,pair_09_c8,alt_reactive,stable_first,alt_first,base,text,first,"function Component() {
  const text = false;
  const [base, setBase] = useState(false);

  useEffect(() => {
    fetch(`/api?x=${base}&y=${text}`);
  }, [",44,3231,1342,60,27.20345687866211,25.092147827148438,12.448552131652832,2.111309051513672,14.754904747009277,12.643595695495605,
llama3.2-1b,pair_10,pair_10_c1,dep_reactive,reactive_first,dep_first,id,num,first,"function Component() {
  const [id, setId] = useState(0);
  const num = 0;

  useEffect(() => {
    fetch(`/api?x=${id}&y=${num}`);
  }, [",45,307,2470,60,25.607580184936523,22.82415199279785,12.333374977111816,2.783428192138672,13.274205207824707,10.490777015686035,
llama3.2-1b,pair_10,pair_10_c2,dep_reactive,reactive_first,alt_first,id,num,second,"function Component() {
  const [id, setId] = useState(0);
  const num = 0;

  useEffect(() => {
    fetch(`/api?x=${num}&y=${id}`);
  }, [",45,307,2470,60,24.831256866455078,24.756378173828125,12.357053756713867,0.07487869262695312,12.474203109741211,12.399324417114258,
llama3.2-1b,pair_10,pair_10_c3,dep_reactive,stable_first,dep_first,id,num,first,"function Component() {
  const num = 0;
  const [id, setId] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${id}&y=${num}`);
  }, [",45,307,2470,60,25.656082153320312,23.77086067199707,12.417306900024414,1.8852214813232422,13.238775253295898,11.353553771972656,
llama3.2-1b,pair_10,pair_10_c4,dep_reactive,stable_first,alt_first,id,num,second,"function Component() {
  const num = 0;
  const [id, setId] = useState(0);

  useEffect(() => {
    fetch(`/api?x=${num}&y=${id}`);
  }, [",45,307,2470,60,24.40662384033203,25.07843589782715,12.479379653930664,-0.6718120574951172,11.927244186401367,12.599056243896484,
llama3.2-1b,pair_10,pair_10_c5,alt_reactive,reactive_first,dep_first,num,id,second,"function Component() {
  const [num, setNum] = useState(0);
  const id = 0;

  useEffect(() => {
    fetch(`/api?x=${id}&y=${num}`);
  }, [",46,2470,307,60,26.546249389648438,25.531002044677734,12.846635818481445,1.0152473449707031,13.699613571166992,12.684366226196289,
llama3.2-1b,pair_10,pair_10_c6,alt_reactive,reactive_first,alt_first,num,id,first,"function Component() {
  const [num, setNum] = useState(0);
  const id = 0;

  useEffect(() => {
    fetch(`/api?x=${num}&y=${id}`);
  }, [",46,2470,307,60,26.9215087890625,24.072309494018555,13.062368392944336,2.8491992950439453,13.859140396118164,11.009941101074219,
